male,Pclass,Fare_fill,Age_fill,Miss,Mr,Mrs,UncommonFemale,UncommonMale,Q,S,SibSp,Parch,FamilySize
1,3,6.75,19.0,0,1,0,0,0,1,0,0,0,1
0,1,31.0,30.0,1,0,0,0,0,0,0,0,0,1
0,2,26.0,29.0,0,0,1,0,0,0,1,1,0,2
0,1,30.0,19.0,1,0,0,0,0,0,1,0,0,1
1,3,9.5,33.0,0,1,0,0,0,0,1,0,0,1
1,3,7.8,21.0,0,1,0,0,0,0,1,0,0,1
0,3,7.8792,19.0,1,0,0,0,0,1,0,0,0,1
1,3,46.9,14.0,0,1,0,0,0,0,1,5,2,8
1,1,0.0,38.0,0,0,0,0,1,0,1,0,0,1
0,3,7.8542,26.0,1,0,0,0,0,0,1,0,0,1
1,3,7.125,22.0,0,1,0,0,0,0,1,0,0,1
1,1,512.3292,35.0,0,1,0,0,0,0,0,0,0,1
1,3,6.8583,32.25215146299484,0,1,0,0,0,1,0,0,0,1
1,3,7.75,32.0,0,1,0,0,0,1,0,0,0,1
1,3,9.5,24.0,0,1,0,0,0,0,1,0,0,1
0,1,86.5,16.0,1,0,0,0,0,0,1,0,0,1
1,2,26.0,3.0,0,0,0,0,0,0,1,1,1,3
1,3,8.05,51.0,0,1,0,0,0,0,1,0,0,1
1,1,0.0,32.25215146299484,0,1,0,0,0,0,1,0,0,1
1,3,8.05,16.0,0,1,0,0,0,0,1,0,0,1
1,3,0.0,25.0,0,1,0,0,0,0,1,0,0,1
1,3,31.275,39.0,0,1,0,0,0,0,1,1,5,7
0,3,16.1,36.91812865497076,0,0,1,0,0,0,1,1,0,2
1,1,26.55,62.0,0,1,0,0,0,0,1,0,0,1
1,3,7.775,16.0,0,1,0,0,0,0,1,0,0,1
0,2,21.0,35.0,1,0,0,0,0,0,1,0,0,1
1,2,13.0,32.25215146299484,0,1,0,0,0,0,1,0,0,1
1,3,14.5,40.5,0,1,0,0,0,0,1,0,2,3
0,3,7.8542,14.0,1,0,0,0,0,0,1,0,0,1
1,3,14.4542,26.0,0,1,0,0,0,0,0,1,0,2
1,3,8.6625,17.0,0,1,0,0,0,0,1,0,0,1
1,1,52.0,48.0,0,1,0,0,0,0,1,1,0,2
0,2,13.0,28.0,1,0,0,0,0,0,1,0,0,1
1,1,52.5542,42.0,0,1,0,0,0,0,1,1,0,2
1,2,13.0,34.0,0,1,0,0,0,0,1,0,0,1
1,3,20.575,26.0,0,1,0,0,0,0,1,1,2,4
0,3,14.4542,18.0,1,0,0,0,0,0,0,0,1,2
1,2,13.0,36.0,0,1,0,0,0,0,1,0,0,1
1,1,26.2875,42.0,0,1,0,0,0,0,1,0,0,1
1,2,13.0,25.0,0,1,0,0,0,0,1,0,0,1
1,3,27.9,10.0,0,0,0,0,0,0,1,3,2,6
0,1,113.275,31.0,1,0,0,0,0,0,0,1,0,2
1,3,7.8958,22.0,0,1,0,0,0,0,1,0,0,1
0,3,7.8542,31.0,1,0,0,0,0,0,1,0,0,1
0,2,13.0,36.0,1,0,0,0,0,0,1,0,0,1
1,3,46.9,9.0,0,0,0,0,0,0,1,5,2,8
1,2,12.525,51.0,0,0,0,0,1,0,1,0,0,1
0,3,9.35,18.0,0,0,1,0,0,0,1,0,1,2
1,3,8.05,32.25215146299484,0,1,0,0,0,0,1,0,0,1
0,1,151.55,2.0,1,0,0,0,0,0,1,1,2,4
1,3,8.05,55.5,0,1,0,0,0,0,1,0,0,1
1,1,29.7,32.25215146299484,0,1,0,0,0,0,0,0,0,1
1,3,0.0,19.0,0,1,0,0,0,0,1,0,0,1
1,3,7.2292,32.25215146299484,0,1,0,0,0,0,0,0,0,1
1,3,8.05,21.0,0,1,0,0,0,0,1,0,0,1
1,2,39.0,60.0,0,1,0,0,0,0,1,1,1,3
1,3,56.4958,28.0,0,1,0,0,0,0,1,0,0,1
0,3,8.05,36.91812865497076,0,0,1,0,0,0,1,0,0,1
1,3,29.125,8.0,0,0,0,0,0,1,0,4,1,6
1,3,8.05,32.25215146299484,0,1,0,0,0,0,1,0,0,1
0,3,25.4667,21.824366197183103,1,0,0,0,0,0,1,3,1,5
1,2,73.5,24.0,0,1,0,0,0,0,1,2,0,3
1,3,8.05,22.0,0,1,0,0,0,0,1,0,0,1
1,2,10.5,23.0,0,0,0,0,1,0,1,0,0,1
1,2,0.0,32.25215146299484,0,1,0,0,0,0,1,0,0,1
0,1,78.2667,54.0,1,0,0,0,0,0,0,1,0,2
1,3,7.125,35.0,0,1,0,0,0,0,1,0,0,1
0,1,227.525,42.0,1,0,0,0,0,0,0,0,0,1
0,2,18.75,24.0,0,0,1,0,0,0,1,2,3,6
1,1,76.7292,27.0,0,1,0,0,0,0,0,0,0,1
1,1,42.4,32.25215146299484,0,1,0,0,0,0,1,0,0,1
0,3,7.775,18.0,1,0,0,0,0,0,1,0,0,1
0,1,83.1583,24.0,1,0,0,0,0,0,0,0,0,1
1,1,120.0,36.0,0,1,0,0,0,0,1,1,2,4
0,3,31.275,9.0,1,0,0,0,0,0,1,4,2,7
1,2,21.0,34.0,0,1,0,0,0,0,1,1,0,2
1,1,77.2875,21.0,0,1,0,0,0,0,1,0,1,2
0,1,77.9583,21.0,1,0,0,0,0,0,1,0,0,1
1,2,10.5,19.0,0,1,0,0,0,0,1,0,0,1
0,3,31.3875,38.0,0,0,1,0,0,0,1,1,5,7
0,2,65.0,48.0,0,0,1,0,0,0,1,1,2,4
0,3,17.4,36.0,0,0,1,0,0,0,1,1,0,2
1,1,26.55,28.0,0,1,0,0,0,0,1,0,0,1
1,3,8.6625,32.25215146299484,0,1,0,0,0,0,1,0,0,1
1,2,26.0,35.0,0,1,0,0,0,0,1,0,0,1
0,3,7.75,22.0,1,0,0,0,0,1,0,0,0,1
1,1,79.2,60.0,0,1,0,0,0,0,0,1,1,3
0,3,23.25,21.824366197183103,1,0,0,0,0,1,0,2,0,3
1,3,7.775,32.25215146299484,0,1,0,0,0,0,1,0,0,1
0,3,7.25,22.0,1,0,0,0,0,0,1,0,0,1
1,2,13.0,39.0,0,1,0,0,0,0,1,0,0,1
0,3,7.6292,21.824366197183103,1,0,0,0,0,1,0,0,0,1
1,3,7.925,31.0,0,1,0,0,0,0,1,0,0,1
0,2,13.0,42.0,0,0,1,0,0,0,1,0,0,1
1,1,89.1042,49.0,0,1,0,0,0,0,0,1,0,2
0,3,31.275,2.0,1,0,0,0,0,0,1,4,2,7
1,3,7.8958,30.0,0,1,0,0,0,0,1,0,0,1
1,3,8.05,22.0,0,1,0,0,0,0,1,0,0,1
0,3,10.4625,29.0,0,0,1,0,0,0,1,1,1,3
1,3,7.925,32.0,0,1,0,0,0,0,1,0,0,1
1,2,26.0,37.0,0,1,0,0,0,0,1,1,0,2
1,3,8.1125,32.25215146299484,0,1,0,0,0,0,1,0,0,1
0,2,26.25,31.0,0,0,1,0,0,0,1,1,1,3
1,3,8.05,26.0,0,1,0,0,0,0,1,0,0,1
1,3,7.0542,17.0,0,1,0,0,0,0,1,1,0,2
1,1,90.0,44.0,0,0,0,0,1,1,0,2,0,3
1,2,36.75,19.0,0,1,0,0,0,0,1,1,1,3
1,3,9.225,23.0,0,1,0,0,0,0,1,0,0,1
1,3,18.7875,11.0,0,1,0,0,0,0,0,0,0,1
1,3,7.05,32.25215146299484,0,1,0,0,0,0,1,0,0,1
1,3,7.8875,26.0,0,1,0,0,0,0,1,0,0,1
1,2,13.0,27.0,0,1,0,0,0,0,1,0,0,1
0,1,262.375,18.0,1,0,0,0,0,0,0,2,2,5
1,1,34.0208,47.0,0,1,0,0,0,0,1,0,0,1
0,3,15.85,33.0,0,0,1,0,0,0,1,3,0,4
1,2,13.0,34.0,0,1,0,0,0,0,1,0,0,1
0,1,28.7125,50.0,1,0,0,0,0,0,0,0,0,1
1,3,7.8958,38.0,0,1,0,0,0,0,1,0,0,1
1,2,10.5,29.0,0,1,0,0,0,0,1,0,0,1
1,3,7.925,21.0,0,1,0,0,0,0,1,0,0,1
1,1,52.0,42.0,0,1,0,0,0,0,1,1,0,2
1,3,9.5,20.0,0,1,0,0,0,0,1,0,0,1
1,2,36.75,8.0,0,0,0,0,0,0,1,1,1,3
0,2,26.0,19.0,0,0,1,0,0,0,1,1,0,2
0,1,71.2833,38.0,0,0,1,0,0,0,0,1,0,2
0,3,27.9,9.0,1,0,0,0,0,0,1,3,2,6
1,3,19.9667,32.25215146299484,0,1,0,0,0,0,1,1,0,2
0,2,13.0,30.0,1,0,0,0,0,0,1,0,0,1
0,1,51.4792,53.0,0,0,1,0,0,0,1,2,0,3
1,3,7.8958,32.25215146299484,0,1,0,0,0,0,1,0,0,1
0,1,69.3,24.0,0,0,1,0,0,0,0,0,0,1
0,2,23.0,54.0,0,0,1,0,0,0,1,1,3,5
0,1,26.55,58.0,1,0,0,0,0,0,1,0,0,1
1,1,26.55,65.0,0,1,0,0,0,0,1,0,0,1
1,3,7.05,25.0,0,1,0,0,0,0,1,0,0,1
1,3,7.8958,32.25215146299484,0,1,0,0,0,0,1,0,0,1
0,1,106.425,30.0,1,0,0,0,0,0,0,0,0,1
1,3,8.6625,17.0,0,1,0,0,0,0,1,0,0,1
1,3,8.05,30.5,0,1,0,0,0,0,1,0,0,1
1,2,13.0,31.0,0,1,0,0,0,0,1,0,0,1
1,3,7.875,29.0,0,1,0,0,0,0,1,0,0,1
0,3,9.8417,18.0,1,0,0,0,0,0,1,0,0,1
0,3,7.8792,21.824366197183103,1,0,0,0,0,1,0,0,0,1
1,3,8.05,30.0,0,1,0,0,0,0,1,0,0,1
0,2,26.0,25.0,0,0,1,0,0,0,1,0,1,2
0,3,7.8542,19.0,1,0,0,0,0,0,1,1,0,2
0,3,7.75,16.0,1,0,0,0,0,1,0,0,0,1
0,3,8.6833,31.0,0,0,1,0,0,0,1,0,0,1
1,3,7.7375,32.25215146299484,0,1,0,0,0,1,0,0,0,1
0,3,7.225,15.0,1,0,0,0,0,0,0,0,0,1
1,1,63.3583,23.0,0,1,0,0,0,0,0,0,1,2
1,2,10.5,35.0,0,1,0,0,0,0,1,0,0,1
1,1,211.5,27.0,0,1,0,0,0,0,0,0,2,3
0,3,8.0292,15.0,1,0,0,0,0,1,0,0,0,1
0,3,7.775,22.0,1,0,0,0,0,0,1,0,0,1
1,3,15.9,3.0,0,0,0,0,0,0,1,1,1,3
0,2,26.0,36.0,0,0,1,0,0,0,1,1,0,2
1,3,7.25,25.0,0,1,0,0,0,0,1,0,0,1
0,1,78.2667,52.0,0,0,1,0,0,0,0,1,0,2
0,1,263.0,23.0,1,0,0,0,0,0,1,3,2,6
1,3,39.6875,7.0,0,0,0,0,0,0,1,4,1,6
1,3,7.25,47.0,0,1,0,0,0,0,1,0,0,1
0,3,15.5,32.0,0,0,1,0,0,1,0,1,1,3
1,3,7.8958,19.0,0,1,0,0,0,0,1,0,0,1
1,2,13.5,59.0,0,1,0,0,0,0,1,0,0,1
0,3,14.4583,36.91812865497076,0,0,1,0,0,0,0,1,0,2
0,3,19.2583,24.0,0,0,1,0,0,0,0,0,3,4
1,3,7.225,32.25215146299484,0,1,0,0,0,0,0,0,0,1
0,3,19.2583,0.75,1,0,0,0,0,0,0,2,1,4
1,1,39.6,45.8,0,0,0,0,1,0,0,0,0,1
1,3,7.4958,36.0,0,1,0,0,0,0,1,0,0,1
0,3,7.7333,21.824366197183103,1,0,0,0,0,1,0,0,0,1
1,1,29.7,58.0,0,1,0,0,0,0,0,0,0,1
1,3,56.4958,32.25215146299484,0,1,0,0,0,0,1,0,0,1
1,2,30.0708,32.5,0,1,0,0,0,0,0,1,0,2
1,1,34.6542,71.0,0,1,0,0,0,0,0,0,0,1
0,2,13.0,32.0,0,0,1,0,0,0,1,0,0,1
0,3,7.925,23.0,1,0,0,0,0,0,1,0,0,1
0,2,33.0,21.824366197183103,1,0,0,0,0,0,1,0,0,1
1,3,7.8958,29.0,0,1,0,0,0,0,0,0,0,1
1,2,11.5,18.0,0,1,0,0,0,0,1,0,0,1
1,1,0.0,39.0,0,1,0,0,0,0,1,0,0,1
1,3,24.15,32.25215146299484,0,1,0,0,0,1,0,1,0,2
1,3,8.05,32.25215146299484,0,1,0,0,0,0,1,0,0,1
0,1,90.0,33.0,1,0,0,0,0,1,0,1,0,2
1,1,31.0,32.25215146299484,0,1,0,0,0,0,1,0,0,1
1,2,13.0,23.0,0,1,0,0,0,0,1,0,0,1
0,1,80.0,38.0,1,0,0,0,0,0,1,0,0,1
1,1,91.0792,25.0,0,1,0,0,0,0,0,1,0,2
0,1,151.55,22.0,1,0,0,0,0,0,1,0,0,1
0,2,30.0,25.0,1,0,0,0,0,0,1,1,1,3
0,3,12.475,30.0,1,0,0,0,0,0,1,0,0,1
1,3,6.975,45.0,0,1,0,0,0,0,1,0,0,1
1,3,8.1583,19.0,0,1,0,0,0,0,1,0,0,1
0,3,8.05,21.824366197183103,1,0,0,0,0,0,1,0,0,1
1,3,11.2417,12.0,0,0,0,0,0,0,0,1,0,2
0,3,7.55,23.0,1,0,0,0,0,0,1,0,0,1
0,3,46.9,43.0,0,0,1,0,0,0,1,1,6,8
0,1,153.4625,40.0,1,0,0,0,0,0,1,0,0,1
1,2,10.5,30.0,0,1,0,0,0,0,1,0,0,1
1,1,5.0,33.0,0,1,0,0,0,0,1,0,0,1
1,3,7.7958,22.0,0,1,0,0,0,0,1,0,0,1
0,1,56.9292,30.0,1,0,0,0,0,0,0,0,0,1
1,3,8.6625,33.0,0,1,0,0,0,0,0,0,0,1
1,1,55.4417,25.0,0,1,0,0,0,0,0,1,0,2
1,3,56.4958,32.25215146299484,0,1,0,0,0,0,1,0,0,1
0,3,8.6625,20.0,1,0,0,0,0,0,1,0,0,1
1,3,7.75,65.0,0,1,0,0,0,1,0,0,0,1
1,2,26.0,46.0,0,1,0,0,0,0,1,0,0,1
1,3,16.1,30.0,0,1,0,0,0,0,1,1,0,2
0,1,76.7292,49.0,0,0,1,0,0,0,0,1,0,2
1,3,7.8958,40.0,0,1,0,0,0,0,1,0,0,1
1,3,8.05,34.0,0,1,0,0,0,0,1,0,0,1
0,3,6.75,18.0,1,0,0,0,0,1,0,0,0,1
1,3,8.05,44.0,0,1,0,0,0,0,1,0,0,1
1,3,8.3625,32.0,0,1,0,0,0,0,1,0,0,1
0,3,7.8792,21.824366197183103,1,0,0,0,0,1,0,0,0,1
1,3,8.05,32.25215146299484,0,1,0,0,0,0,1,0,0,1
0,3,7.7875,21.824366197183103,1,0,0,0,0,1,0,0,0,1
1,3,8.6625,27.0,0,1,0,0,0,0,1,0,0,1
1,2,27.0,42.0,0,1,0,0,0,0,1,1,0,2
1,1,151.55,0.92,0,0,0,0,0,0,1,1,2,4
0,2,24.0,28.0,0,0,1,0,0,0,0,1,0,2
0,1,49.5,22.0,1,0,0,0,0,0,0,0,2,3
1,1,26.55,32.25215146299484,0,1,0,0,0,0,1,0,0,1
0,1,55.0,22.0,1,0,0,0,0,0,1,0,1,2
1,3,7.25,59.0,0,1,0,0,0,0,1,0,0,1
0,1,52.0,35.0,0,0,1,0,0,0,1,1,0,2
0,3,20.2125,41.0,0,0,1,0,0,0,1,0,2,3
0,3,7.55,21.824366197183103,1,0,0,0,0,0,1,0,0,1
0,2,26.25,7.0,1,0,0,0,0,0,1,0,2,3
1,3,7.05,38.0,0,1,0,0,0,0,1,0,0,1
1,2,13.0,34.0,0,1,0,0,0,0,1,0,0,1
1,3,24.15,39.0,0,1,0,0,0,0,1,0,0,1
1,2,13.0,42.0,0,0,0,0,1,0,1,0,0,1
1,3,7.25,32.25215146299484,0,1,0,0,0,0,1,0,0,1
1,3,22.525,28.0,0,1,0,0,0,0,1,0,0,1
0,1,79.65,39.0,0,0,1,0,0,0,1,1,1,3
1,3,56.4958,32.25215146299484,0,1,0,0,0,0,1,0,0,1
1,3,15.5,32.25215146299484,0,1,0,0,0,1,0,1,0,2
1,3,8.05,34.0,0,1,0,0,0,0,1,0,0,1
1,3,19.9667,32.25215146299484,0,1,0,0,0,0,1,1,0,2
1,2,10.5,19.0,0,1,0,0,0,0,1,0,0,1
1,3,18.7875,26.0,0,1,0,0,0,0,0,0,0,1
1,3,7.775,18.0,0,1,0,0,0,0,1,0,0,1
1,3,7.225,30.0,0,1,0,0,0,0,0,0,0,1
0,2,13.0,38.0,1,0,0,0,0,0,1,0,0,1
0,3,46.9,16.0,1,0,0,0,0,0,1,5,2,8
0,1,75.25,60.0,0,0,1,0,0,0,0,1,0,2
0,3,25.4667,21.824366197183103,1,0,0,0,0,0,1,3,1,5
1,3,8.6542,33.0,0,1,0,0,0,0,1,0,0,1
1,1,79.65,52.0,0,1,0,0,0,0,1,1,1,3
1,1,30.5,32.0,0,0,0,0,1,0,0,0,0,1
1,3,8.4042,42.0,0,1,0,0,0,0,1,0,1,2
1,1,108.9,18.0,0,1,0,0,0,0,0,1,0,2
1,3,15.2458,5.482641509433964,0,0,0,0,0,0,0,1,1,3
1,3,7.25,32.25215146299484,0,1,0,0,0,0,1,0,0,1
0,2,10.5,50.0,1,0,0,0,0,0,1,0,0,1
0,2,12.35,21.824366197183103,1,0,0,0,0,1,0,0,0,1
1,2,26.0,2.0,0,0,0,0,0,0,1,1,1,3
0,1,53.1,35.0,0,0,1,0,0,0,1,1,0,2
0,1,71.0,36.0,1,0,0,0,0,0,1,0,2,3
1,3,6.45,43.0,0,1,0,0,0,0,1,0,0,1
1,3,7.5208,22.0,0,1,0,0,0,0,1,0,0,1
1,1,32.3208,61.0,0,1,0,0,0,0,1,0,0,1
0,3,16.7,24.0,0,0,1,0,0,0,1,0,2,3
1,1,26.55,32.25215146299484,0,1,0,0,0,0,1,0,0,1
1,1,61.175,46.0,0,1,0,0,0,0,1,1,0,2
1,3,7.8958,26.0,0,1,0,0,0,0,1,0,0,1
1,2,10.5,62.0,0,1,0,0,0,0,1,0,0,1
1,3,8.6625,21.0,0,1,0,0,0,0,1,0,0,1
1,3,46.9,1.0,0,0,0,0,0,0,1,5,2,8
1,2,41.5792,25.0,0,1,0,0,0,0,0,1,2,4
1,1,53.1,37.0,0,1,0,0,0,0,1,1,0,2
1,3,7.75,32.25215146299484,0,1,0,0,0,1,0,1,0,2
1,1,78.85,36.0,0,1,0,0,0,0,1,1,0,2
0,3,7.75,21.824366197183103,1,0,0,0,0,1,0,0,0,1
1,3,39.6875,14.0,0,1,0,0,0,0,1,4,1,6
1,1,0.0,32.25215146299484,0,1,0,0,0,0,1,0,0,1
1,3,7.8958,25.0,0,1,0,0,0,0,1,0,0,1
1,3,4.0125,20.0,0,1,0,0,0,0,0,0,0,1
1,3,7.75,32.25215146299484,0,1,0,0,0,1,0,0,0,1
0,3,7.75,45.0,1,0,0,0,0,0,1,0,0,1
1,3,7.8542,23.0,0,1,0,0,0,0,1,0,0,1
1,3,7.7958,24.0,0,1,0,0,0,0,1,0,0,1
0,3,16.7,4.0,1,0,0,0,0,0,1,1,1,3
0,3,31.275,11.0,1,0,0,0,0,0,1,4,2,7
0,3,24.15,10.0,1,0,0,0,0,0,1,0,2,3
0,1,151.55,25.0,0,0,1,0,0,0,1,1,2,4
1,3,14.1083,41.0,0,1,0,0,0,0,1,2,0,3
1,3,7.7417,25.0,0,1,0,0,0,1,0,0,0,1
1,2,33.0,28.0,0,0,0,0,1,0,1,0,1,2
1,3,7.925,20.0,0,1,0,0,0,0,1,1,0,2
1,2,13.0,48.0,0,1,0,0,0,0,1,0,0,1
1,3,7.225,45.5,0,1,0,0,0,0,0,0,0,1
1,3,14.5,32.25215146299484,0,1,0,0,0,0,1,0,0,1
1,1,29.7,37.0,0,1,0,0,0,0,0,0,1,2
0,3,15.2458,36.91812865497076,0,0,1,0,0,0,0,0,2,3
0,3,14.4542,45.0,0,0,1,0,0,0,0,0,1,2
1,3,7.8958,26.0,0,1,0,0,0,0,1,0,0,1
1,1,26.2875,36.0,0,1,0,0,0,0,1,0,0,1
0,3,7.75,21.824366197183103,1,0,0,0,0,1,0,0,0,1
1,2,10.5,16.0,0,1,0,0,0,0,1,0,0,1
0,2,13.0,36.0,0,0,1,0,0,0,1,0,0,1
0,1,39.4,16.0,1,0,0,0,0,0,1,0,1,2
0,3,9.825,21.0,1,0,0,0,0,0,1,1,0,2
1,3,6.4375,34.5,0,1,0,0,0,0,0,0,0,1
0,1,57.9792,16.0,1,0,0,0,0,0,0,0,1,2
0,2,23.0,4.0,1,0,0,0,0,0,1,1,1,3
1,3,7.8958,24.0,0,1,0,0,0,0,1,0,0,1
0,2,65.0,24.0,1,0,0,0,0,0,1,1,2,4
0,2,26.25,45.0,0,0,1,0,0,0,1,1,1,3
0,3,34.375,21.0,1,0,0,0,0,0,1,2,2,5
1,3,7.8958,32.0,0,1,0,0,0,0,1,0,0,1
1,2,18.75,0.83,0,0,0,0,0,0,1,1,1,3
1,1,26.0,32.25215146299484,0,1,0,0,0,0,1,0,0,1
1,2,26.0,34.0,0,1,0,0,0,0,1,1,0,2
1,3,8.05,24.5,0,1,0,0,0,0,1,0,0,1
1,3,8.05,16.0,0,1,0,0,0,0,1,0,0,1
0,3,7.75,21.824366197183103,1,0,0,0,0,1,0,0,0,1
1,2,12.275,33.0,0,1,0,0,0,0,1,0,0,1
0,1,51.8625,36.91812865497076,0,0,1,0,0,0,1,1,0,2
0,3,9.5875,37.0,1,0,0,0,0,0,1,0,0,1
1,3,7.8958,28.0,0,1,0,0,0,0,1,0,0,1
1,2,13.0,25.0,0,1,0,0,0,0,1,0,0,1
1,2,10.5,26.0,0,1,0,0,0,0,1,0,0,1
1,3,16.1,28.5,0,1,0,0,0,0,1,0,0,1
1,3,7.8958,32.25215146299484,0,1,0,0,0,0,1,0,0,1
0,3,39.6875,41.0,0,0,1,0,0,0,1,0,5,6
0,1,77.9583,63.0,1,0,0,0,0,0,1,1,0,2
1,2,26.0,54.0,0,0,0,0,1,0,1,1,0,2
1,3,7.925,20.0,0,1,0,0,0,0,1,0,0,1
0,1,39.6,48.0,0,0,0,1,0,0,0,1,0,2
1,2,13.0,30.0,0,1,0,0,0,0,1,0,0,1
1,3,46.9,11.0,0,0,0,0,0,0,1,5,2,8
1,3,6.4958,18.0,0,1,0,0,0,0,1,1,0,2
0,1,26.2833,19.0,1,0,0,0,0,0,1,0,2,3
0,2,26.0,33.0,0,0,1,0,0,0,1,0,2,3
1,3,7.8542,21.0,0,1,0,0,0,0,1,0,0,1
1,3,7.775,74.0,0,1,0,0,0,0,1,0,0,1
0,3,17.8,18.0,0,0,1,0,0,0,1,1,0,2
0,3,9.475,40.0,0,0,1,0,0,0,1,1,0,2
1,3,7.0458,29.0,0,1,0,0,0,0,1,1,0,2
1,3,8.4583,32.25215146299484,0,1,0,0,0,1,0,0,0,1
1,1,52.0,47.0,0,1,0,0,0,0,1,0,0,1
1,3,7.8542,26.0,0,1,0,0,0,0,1,1,0,2
1,2,0.0,32.25215146299484,0,1,0,0,0,0,1,0,0,1
0,2,26.0,24.0,0,0,1,0,0,0,1,1,0,2
1,2,11.5,18.0,0,1,0,0,0,0,1,0,0,1
1,2,13.0,27.0,0,0,0,0,1,0,1,0,0,1
0,3,19.2583,0.75,1,0,0,0,0,0,0,2,1,4
1,3,7.8292,32.25215146299484,0,1,0,0,0,1,0,0,0,1
0,1,113.275,23.0,1,0,0,0,0,0,0,1,0,2
1,3,7.65,25.0,0,1,0,0,0,0,1,0,0,1
1,1,56.9292,49.0,0,0,0,0,1,0,0,1,0,2
1,3,14.5,19.0,0,1,0,0,0,0,1,0,0,1
1,3,56.4958,32.0,0,1,0,0,0,0,1,0,0,1
0,1,134.5,41.0,1,0,0,0,0,0,0,0,0,1
0,1,57.9792,44.0,0,0,1,0,0,0,0,0,1,2
0,3,69.55,21.824366197183103,1,0,0,0,0,0,1,8,2,11
